fightWinScore,fightLoseScore,scareWinScore,threatWinScore,threatLoseScore,hawkFraction
-90,-20,60,64,-94,0.573
70,-39,-98,76,58,0.0
76,-55,59,89,4,0.484
58,69,-93,-6,61,0.0
13,57,65,-8,52,0.5
26,62,-28,-45,-92,0.998
-73,-24,53,10,-69,0.652
15,70,5,-55,26,0.976
37,24,-23,55,-59,0.894
-89,92,52,11,-41,0.976
-31,-16,-71,-49,69,0.0
-73,-22,-4,-82,67,0.039
-67,6,89,76,-45,0.561
-35,20,-99,41,-33,0.0
-69,-66,82,-81,-20,0.683
-75,73,-65,-39,14,0.0
47,68,70,32,-10,0.5
-84,70,84,-15,32,0.486
-63,-90,-22,93,-97,0.0
-6,-90,-20,-35,-11,0.0
63,89,53,94,-59,0.664
-37,-35,-91,62,3,0.0
-12,-62,-24,-71,-39,0.445
94,-26,-76,-32,-45,0.0
60,96,-26,14,21,0.481
-22,-94,8,-79,36,0.368
44,-18,20,-96,98,0.872
98,-56,-61,83,98,0.0
-2,-38,71,29,61,0.487
-6,-14,81,67,12,0.5
93,34,76,73,-11,0.5
-100,53,-57,-14,38,0.0
10,-14,9,-18,-5,0.909
91,-9,-17,-27,88,0.459
-89,23,51,21,-67,0.701
34,9,-9,97,48,0.499
20,-5,-33,72,-23,0.0
-44,27,-51,86,-72,0.0
69,36,-64,-92,66,0.0
-2,100,28,24,-32,0.93
60,-12,-43,3,-74,0.992
49,46,47,36,82,0.5
-99,-23,-37,-75,-16,0.0
-61,-80,-57,0,-87,0.0
42,51,97,-7,-3,0.979
56,-94,68,51,-31,0.493
60,53,-38,57,76,0.0
-23,-13,-74,88,3,0.0
41,43,-60,11,-4,0.0
79,30,-82,54,-21,0.0
84,33,-12,-80,44,0.976
36,47,-9,-62,75,0.789
13,45,-90,-2,94,0.0
29,-75,19,73,95,0.302
1,82,70,-65,-13,0.996
10,-11,50,32,80,0.5
-8,29,12,-47,76,0.624
-81,70,-50,-62,-64,0.839
-32,35,-58,-83,-66,0.983
93,83,27,-83,-82,0.997
82,59,-62,-21,-57,0.997
-38,11,-26,-53,-97,0.728
47,-79,-7,68,-78,0.0
22,-35,12,97,59,0.441
-44,-24,37,-75,-10,0.695
45,84,-13,54,-55,0.886
-49,91,21,-35,24,0.95
84,-28,-44,19,34,0.0
-66,11,26,-47,37,0.536
-34,96,37,-78,15,0.995
58,70,-44,60,-13,0.0
87,89,88,9,77,0.5
65,45,51,-13,15,0.593
60,3,81,-19,-83,0.997
58,23,-59,94,-55,0.0
18,-39,85,89,77,0.494
-19,20,-94,25,-13,0.0
-68,16,-91,15,4,0.0
-10,-16,-72,18,14,0.0
-68,-80,48,85,-56,0.322
77,-71,-31,-69,33,0.0
-92,8,43,-5,-47,0.659
-42,87,12,-27,-77,0.997
-19,20,-79,-57,-65,0.0
-78,-39,37,-89,-79,0.638
65,-52,-21,13,76,0.0
47,-74,-98,41,29,0.0
78,-88,2,-58,-39,0.929
-86,78,25,9,-49,0.917
25,6,30,17,-34,0.974
53,0,-34,-42,-2,0.996
-90,76,59,-80,-18,0.935
-47,67,96,54,-47,0.759
-85,-18,-86,-66,-79,0.0
-38,48,15,-40,57,0.631
-79,-88,-75,26,29,0.0
69,32,55,-35,39,0.764
-56,91,75,-26,96,0.509
-84,-73,-12,-71,27,0.066
-16,3,5,-6,-46,0.81
36,-18,78,-14,90,0.5
-22,16,4,21,-76,0.905
-34,96,-84,53,51,0.0
-80,-91,-17,51,-2,0.0
-64,-54,-85,-95,-40,0.0
-40,97,-42,-96,17,0.991
-60,45,89,-46,85,0.556
-24,-24,-66,22,-61,0.0
87,33,-37,49,89,0.0
18,38,20,-94,26,0.991
-63,52,86,32,70,0.487
-82,25,-18,96,-82,0.0
-63,-5,-81,100,61,0.0
-62,-16,39,-76,58,0.538
89,-61,-3,-52,-8,0.992
-28,41,-56,-49,68,0.0
-79,-72,-96,100,95,0.0
-59,-13,-45,-51,84,0.0
-69,-47,84,-71,80,0.573
13,-26,23,-84,70,0.809
-97,-74,-61,60,78,0.0
61,-7,-80,-34,90,0.0
73,-39,-17,-53,91,0.0
68,6,61,-82,-46,0.998
-92,-37,18,10,-83,0.425
34,-8,-77,20,68,0.0
-86,4,83,61,98,0.438
82,-56,8,-77,-85,0.998
6,-61,0,-42,-99,0.626
-50,-70,-32,-96,49,0.0
59,73,79,62,-11,0.5
7,94,97,74,66,0.5
-15,9,-60,-25,72,0.0
-43,93,-79,37,47,0.0
-15,18,-34,-17,-92,0.993
16,29,-26,84,-16,0.0
-67,-27,-41,-51,83,0.0
47,45,70,40,-49,0.933
-69,49,74,-80,38,0.889
-26,85,38,40,-5,0.5
-11,88,97,-35,-24,0.996
-59,89,-55,43,49,0.0
-19,87,-70,94,-92,0.0
-7,-41,-92,-51,16,0.0
3,-67,32,60,-62,0.518
86,-3,-9,-98,-33,0.998
40,18,94,28,-8,0.5
-44,-17,39,-4,22,0.415
-20,50,18,61,23,0.499
62,-26,-53,-59,-80,0.997
80,-93,-95,30,-91,0.0
72,67,-69,-69,62,0.0
-34,-99,88,-49,-73,0.72
-77,44,25,-19,64,0.376
-85,-71,-19,69,-69,0.0
-63,-39,19,-96,-18,0.605
-38,-81,100,85,-67,0.584
64,-11,83,96,-16,0.502
72,11,-64,-8,37,0.0
82,-52,59,32,3,0.488
88,92,-98,28,-56,0.0
-19,-97,-4,9,-49,0.22
8,82,-33,1,-19,0.987
24,-56,67,30,-43,0.81
6,-24,40,-11,41,0.498
-56,34,35,64,16,0.457
57,-7,-19,-50,8,0.991
-56,34,-4,-78,-23,0.802
-97,-27,-5,-42,-31,0.335
79,-66,10,88,-100,0.914
-83,-41,-24,-37,22,0.0
-38,-13,-74,73,-77,0.0
59,34,23,-98,-91,0.996
-51,1,-66,-79,4,0.0
18,51,23,31,-9,0.5
-72,35,42,29,55,0.436
-14,26,50,35,-29,0.673
58,-29,39,-5,12,0.5
-99,-66,69,30,-58,0.528
68,-35,-62,78,-4,0.0
-31,-89,-9,-77,-19,0.379
-89,-12,96,38,-64,0.687
41,-8,-3,-81,-57,0.996
-69,5,8,50,73,0.136
-21,18,60,51,7,0.499
-59,-66,44,-39,-28,0.595
-98,70,-8,-60,67,0.0
44,12,-37,54,69,0.0
34,-32,-74,4,-39,0.0
-49,71,90,30,-24,0.601
-3,7,-71,-46,-42,0.0
-87,-17,-29,-2,-91,0.0
-91,15,-26,-89,-73,0.483
7,34,-63,-14,-84,0.0
28,46,49,11,-68,0.996
-35,-25,-25,63,52,0.0
42,-44,51,-19,-88,0.987
-86,-96,70,83,-97,0.458
86,-1,3,61,-50,0.779
24,51,-44,36,-23,0.0
-71,9,54,-75,38,0.701
82,87,43,24,45,0.5
-4,86,-21,85,90,0.177
-10,79,-51,48,-6,0.0
-11,47,-46,24,41,0.0
-66,23,-9,81,-37,0.0
-82,51,43,44,-70,0.788
-68,-64,81,-4,-41,0.611
-2,75,-44,11,-35,0.0
-33,-100,-87,-94,-93,0.0
96,53,28,-5,-3,0.977
65,23,-95,-38,70,0.0
71,-37,51,82,-61,0.717
21,-97,-64,48,-72,0.0
93,12,-61,-33,-67,0.997
8,-64,24,8,50,0.331
-29,-59,-35,84,77,0.0
85,-54,-48,-3,47,0.0
35,-20,-38,61,94,0.0
-27,22,-91,-44,60,0.0
-30,-95,-24,-8,84,0.0
-14,93,-97,92,-88,0.0
49,27,-28,49,-64,0.947
-19,38,69,-28,-92,0.997
-57,71,48,-92,9,0.995
-54,-89,32,26,60,0.208
-17,36,-17,-49,84,0.0
-38,47,2,-13,-73,0.994
41,-97,30,-71,76,0.505
71,-34,-8,67,70,0.005
42,-67,8,-61,80,0.291
20,-84,41,64,77,0.374
-87,76,-42,-82,-93,0.88
-11,-25,-70,-31,35,0.0
-5,48,88,-40,92,0.551
-80,-8,-91,-66,73,0.0
71,-69,-55,100,-34,0.0
50,67,-13,78,44,0.499
-66,33,35,-93,-33,0.861
54,16,-66,56,74,0.0
30,-52,-61,-60,77,0.0
20,-5,-83,-72,17,0.0
69,-60,-42,-23,14,0.0
33,9,-17,-11,-90,0.998
26,-73,-37,-61,95,0.0
55,76,10,-75,55,0.957
82,75,68,-19,-91,0.996
7,37,8,-68,20,0.99
-69,75,-44,24,-81,0.0
22,29,-51,-50,-26,0.999
94,-61,-4,18,56,0.181
98,-15,-46,-8,-65,0.996
75,-88,65,91,-42,0.495
-81,62,24,-37,-46,0.886
-55,-17,83,46,-74,0.73
60,15,-93,60,-93,0.0
-72,65,-27,-62,34,0.0
69,48,-70,-39,15,0.0
45,85,-37,-49,-65,0.997
-9,9,-59,-63,-64,0.716
-36,55,28,-34,-47,0.996
4,-50,-24,-38,-69,0.571
-6,-94,-6,3,9,0.0
82,30,-42,-33,44,0.0
-35,7,-64,-73,31,0.0
62,-91,-5,-9,-28,0.574
-43,-75,-88,-51,-13,0.0
1,-84,-17,-37,79,0.0
34,-79,99,-77,60,0.828
0,91,-42,90,66,0.0
90,8,-52,30,25,0.0
-98,-24,-29,-41,65,0.0
-91,-35,-63,-11,-69,0.0
-24,-89,25,-23,32,0.236
78,33,85,91,63,0.5
55,37,-97,-65,-7,0.0
92,41,40,-93,64,0.965
29,-89,16,91,-69,0.274
11,-66,64,-48,-29,0.791
-73,-95,31,61,88,0.176
80,53,-57,-57,80,0.0
84,-39,60,-28,84,0.518
49,3,-85,-98,64,0.0
21,54,-65,99,-52,0.0
-64,-39,50,-93,86,0.502
-58,-92,85,22,-28,0.537
93,100,-11,38,65,0.5
96,82,32,-19,74,0.509
-43,-62,88,52,-97,0.691
85,88,-78,-39,28,0.0
18,-45,-62,-95,20,0.0
66,85,84,52,-69,0.95
88,30,-93,55,18,0.0
79,52,-53,-46,-40,0.995
-82,-96,99,70,11,0.355
80,31,-52,31,-71,0.983
-68,83,-10,64,-82,0.895
-55,97,-31,-17,-77,0.999
-51,100,-97,50,-24,0.0
92,89,50,-48,48,0.84
18,-88,42,-20,-65,0.736
-88,83,-96,16,70,0.0
99,45,-80,-84,-25,0.997
81,-83,81,-67,46,0.948
-58,-50,-16,18,-24,0.0
44,-53,61,-8,-64,0.954
-52,-31,8,-48,-62,0.648
13,-42,-70,-17,-66,0.0
59,-15,12,79,74,0.5
15,31,82,-79,-65,0.997
-34,-4,17,48,43,0.369
33,52,-68,5,1,0.0
3,74,68,-88,-38,0.997
38,77,48,-37,-26,0.998
73,-25,40,-42,-82,0.998
93,-66,-93,-40,-41,0.0
2,66,-29,-80,98,0.736
41,-44,35,60,-20,0.497
53,-13,87,33,-32,0.794
96,-5,5,-9,50,0.5
4,74,22,47,69,0.5
-69,37,82,68,-95,0.857
-34,96,-25,-23,36,0.0
50,33,-69,-94,65,0.0
66,0,-77,57,69,0.0
-16,-35,25,-28,79,0.396
-73,-67,72,-67,-7,0.614
30,-92,26,35,-68,0.577
22,59,-39,-38,-75,0.999
30,-49,-67,62,0,0.0
36,-69,-19,86,89,0.0
-37,7,-44,-52,14,0.0
41,-56,-72,61,-43,0.0
-99,89,-9,57,-27,0.0
93,54,96,-22,37,0.532
30,-100,77,-89,-3,0.781
-32,4,70,-43,-23,0.869
4,41,24,8,-56,0.992
-94,26,-59,6,34,0.0
45,72,11,-86,92,0.846
11,91,-44,-37,-72,0.997
4,85,-89,-17,97,0.0
-29,85,-15,68,-32,0.0
87,27,98,75,-75,0.876
-24,-93,-74,83,-71,0.0
65,-75,53,13,79,0.461
-37,-1,-8,-79,-85,0.742
-90,58,-69,-90,-70,0.1
84,40,91,61,-53,0.795
-8,61,-41,4,6,0.0
68,-22,36,77,-22,0.51
-67,-67,-52,45,83,0.0
-95,56,35,-92,33,0.778
36,86,-77,-91,13,0.992
-36,-65,-7,92,69,0.0
93,-59,98,-51,-58,0.997
89,-75,28,-29,39,0.563
63,41,60,46,40,0.5
-82,-13,56,87,49,0.367
-68,86,46,-30,-12,0.996
-72,-3,-74,-79,-36,0.0
-88,-4,-95,-56,-91,0.0
84,-27,-61,-11,-73,0.996
-20,47,98,-42,39,0.88
98,-26,-92,17,-86,0.0
-30,40,37,-60,73,0.792
39,87,-29,-90,-34,0.999
28,-82,-22,33,-50,0.0
31,-39,-67,-54,85,0.0
-83,10,26,-61,-51,0.737
-45,96,31,-52,7,0.988
65,35,39,-66,47,0.96
88,-87,-17,19,-88,0.949
-51,-58,30,45,33,0.246
48,76,-3,-29,-58,0.996
49,-43,44,-100,-49,0.996
-69,-3,36,-27,-41,0.683
42,50,-69,-33,-2,0.0
100,84,99,86,12,0.5
-6,100,-14,-59,-51,0.998
77,-14,19,68,97,0.5
43,83,71,84,-7,0.5
-48,-78,42,-16,70,0.27
61,46,82,96,31,0.5
14,18,41,-81,-98,0.997
60,98,-75,-51,69,0.0
66,-18,19,24,-49,0.98
96,0,-69,-50,41,0.0
-28,98,-82,56,-60,0.0
-40,-67,-58,8,-5,0.0
65,89,40,41,91,0.5
-2,-25,4,10,-42,0.585
-35,17,29,-69,-51,0.911
92,66,-55,-92,-41,0.997
-17,37,26,13,-99,0.994
7,-4,70,22,64,0.5
-29,66,35,59,35,0.499
55,-64,-15,-1,13,0.0
-52,58,72,48,36,0.485
21,-26,60,48,62,0.498
-83,94,77,19,91,0.474
-69,25,29,-41,-78,0.802
71,-52,-57,-45,-58,0.997
-68,-47,78,-2,30,0.396
-52,20,-85,-96,93,0.0
24,-98,29,65,-91,0.538
-29,-49,-88,-99,-100,0.319
26,-75,34,-36,48,0.49
-37,-84,19,30,23,0.166
-54,-73,-17,1,-22,0.0
-85,15,-47,75,99,0.0
-87,39,28,-37,-50,0.783
32,-76,-29,-26,67,0.0
-89,-81,39,-60,95,0.246
71,-11,61,-89,68,0.952
-67,-26,-89,-79,-31,0.0
-64,97,8,44,-71,0.966
-13,-9,34,15,-59,0.843
38,-44,34,6,-10,0.892
-33,75,30,-43,80,0.576
92,-59,99,-32,-93,0.996
-49,42,87,-73,16,0.971
-4,67,-47,-10,-93,0.996
44,56,-26,24,50,0.45
-56,-95,-26,-51,-19,0.061
-63,96,88,-77,37,0.981
-17,97,-47,56,-20,0.0
94,-94,-23,-71,18,0.857
38,70,-48,100,67,0.0
0,78,41,-75,81,0.854
-2,-74,-47,29,41,0.0
-22,30,-1,-14,-44,0.995
71,61,42,51,16,0.5
-9,-42,-44,93,-74,0.0
-41,77,-27,42,-10,0.0
66,22,88,16,-23,0.939
21,8,21,-21,39,0.518
20,-8,-48,40,-58,0.0
-36,-5,-48,32,23,0.0
-13,64,-61,-26,15,0.0
-16,-40,6,4,97,0.127
1,-39,51,80,-100,0.765
-19,97,17,65,-78,0.938
41,94,27,-43,-42,0.999
-6,-17,-41,-89,99,0.0
95,-91,50,-58,15,0.974
50,70,62,66,-39,0.579
75,-66,97,-67,19,0.984
15,31,91,56,82,0.5
57,-86,47,66,-52,0.626
-62,-60,-16,62,90,0.0
77,-9,-25,-54,-69,0.997
-55,-82,-37,38,60,0.0
22,39,14,3,31,0.5
25,-50,-64,38,5,0.0
1,-20,75,-75,16,0.905
27,-73,-69,30,-78,0.0
92,-78,25,-86,67,0.936
-99,34,-97,44,75,0.0
55,-25,83,59,-45,0.68
-25,-84,-44,-29,-8,0.0
-5,-12,64,3,95,0.5
-100,-100,-31,-85,-88,0.215
85,-53,-68,-97,-22,0.995
-36,57,69,13,-44,0.983
-46,-28,93,68,-4,0.461
-10,-92,-46,80,-16,0.0
-91,44,-9,-54,10,0.368
-68,-71,0,78,21,0.003
-64,20,73,-10,-76,0.858
-69,36,35,38,70,0.421
47,81,37,82,60,0.5
-9,-1,77,-10,88,0.501
-65,-73,-76,-11,-46,0.0
-67,-52,-26,-99,-98,0.393
12,-45,90,99,11,0.483
-96,-50,53,38,-60,0.466
83,66,91,-17,-29,0.995
72,51,8,83,39,0.5
22,-8,-82,87,95,0.0
-65,-19,-36,37,-18,0.0
-97,-74,-28,92,38,0.0
40,-65,11,-12,-97,0.855
23,-54,28,-67,-83,0.847
-32,62,98,-4,-2,0.963
-97,29,-6,-16,45,0.0
-99,-28,78,93,-30,0.389
-64,-19,-12,35,-67,0.0
14,63,78,-64,-10,0.995
56,24,-10,-12,61,0.5
70,-60,6,21,26,0.334
-44,-56,62,47,-81,0.6
78,68,-45,-55,31,0.974
33,-41,-22,-77,51,0.0
-79,-7,-3,-54,48,0.0
-18,0,63,-35,-28,0.92
62,79,77,-89,59,0.969
-68,69,-5,9,100,0.0
11,38,-45,-62,19,0.985
2,-61,83,63,100,0.465
91,-95,-28,-1,78,0.0
83,-94,-69,-85,27,0.0
-78,52,38,6,20,0.432
8,-97,47,87,-90,0.533
-22,98,22,-17,-36,0.995
76,21,-64,-39,-59,0.993
-100,-7,-8,89,-48,0.0
-76,18,19,81,-76,0.394
76,-30,-88,-34,95,0.0
93,-13,-19,-4,-39,0.993
-20,94,-2,-7,-88,0.998
37,-53,60,54,33,0.481
-53,23,25,-80,77,0.649
0,-63,66,-54,-77,0.798
91,-53,93,-13,29,0.487
-40,-54,-12,-32,89,0.0
14,-70,-7,-59,42,0.0
65,-43,-46,97,62,0.0
-65,-7,0,33,55,0.004
-1,49,-21,-22,-51,0.997
100,51,46,-93,-48,0.996
-53,74,50,68,56,0.484
79,-47,22,-62,-8,0.996
-41,52,60,34,64,0.496
55,55,-39,-63,-76,0.995
79,9,-95,98,-95,0.0
-30,9,-34,23,24,0.0
-49,-56,76,10,8,0.41
86,45,34,29,-48,0.967
3,-91,63,-15,-90,0.743
-48,94,75,-91,-65,0.997
66,-78,67,95,33,0.472
-51,51,-97,-21,-11,0.0
-96,97,6,69,64,0.248
-6,-51,53,-30,37,0.606
-34,15,51,62,99,0.495
84,94,-57,64,-27,0.0
-72,-24,-86,19,5,0.0
51,46,-68,97,-30,0.0
-9,53,-69,-61,-47,0.998
-89,26,78,-7,-72,0.776
24,-45,-16,-17,-31,0.396
40,-2,43,-25,71,0.527
17,-48,-6,-32,-64,0.71
62,-60,77,40,-21,0.499
92,-46,-38,-49,-95,0.995
99,13,-46,38,41,0.0
57,-61,76,52,-72,0.948
88,-81,85,53,-70,0.946
85,-78,16,72,53,0.38
61,-48,-42,-23,-97,0.992
4,-21,-80,-32,41,0.0
-45,9,19,28,-7,0.389
-17,-6,3,-22,69,0.159
35,85,-34,-84,91,0.842
44,10,11,-59,-44,0.997
-45,-24,-48,-41,49,0.0
-42,-84,-13,9,5,0.0
-7,80,41,-41,31,0.939
68,69,65,8,19,0.5
-80,79,-80,-84,75,0.0
-8,-66,-37,-70,31,0.0
-71,-97,-6,-71,19,0.194
-74,46,62,-48,38,0.836
72,16,-82,73,-60,0.0
95,-3,-78,32,91,0.0
14,-89,57,-1,-61,0.729
-22,-64,10,-42,93,0.131
-13,-30,-79,37,-99,0.0
-3,-95,-93,8,26,0.0
53,33,-72,-32,-82,0.997
-19,25,-98,18,77,0.0
-53,-76,94,-83,34,0.65
-50,86,44,83,-84,0.881
59,53,22,-75,-88,0.996
-90,-39,-58,38,-83,0.0
-74,-35,54,64,21,0.348
21,96,59,-97,-30,0.994
-30,-58,-60,-62,39,0.0
-33,-89,80,8,78,0.39
8,11,-62,69,60,0.0
-3,-40,3,-3,-66,0.573
14,32,52,28,-2,0.5
-76,81,-89,-59,-64,0.553
-65,80,34,-55,-13,0.994
9,95,-36,-16,-82,0.997
40,3,87,52,-92,0.981
-27,4,-11,-23,-22,0.46
71,-68,-74,-9,38,0.0
10,26,-98,37,-83,0.0
46,-76,-81,19,-66,0.0
-38,-52,79,46,-75,0.667
34,88,38,-15,65,0.502
-66,-55,65,-37,-35,0.627
-2,-7,-54,-27,100,0.0
-8,86,76,-58,-92,0.997
33,-28,36,70,-79,0.919
-59,12,55,-37,49,0.596
43,12,-49,51,-18,0.0
-51,-85,4,-91,-66,0.504
-30,-41,-66,86,-11,0.0
81,-65,81,52,33,0.482
30,-78,68,-66,84,0.664
100,11,4,7,11,0.5
96,-83,-66,-51,66,0.0
61,-18,-4,19,66,0.492
35,-23,-33,-42,-92,0.996
-4,-24,-59,-58,-16,0.0
12,-81,14,24,-66,0.501
86,-84,-41,-59,-45,0.977
-14,-62,19,63,5,0.237
13,44,88,24,48,0.5
36,-13,11,10,62,0.5
-28,10,-25,-54,88,0.0
26,92,80,99,-50,0.607
45,-18,-16,15,-42,0.985
5,-74,80,-61,-90,0.813
-76,-100,-77,84,-74,0.0
-83,6,-29,-92,-45,0.447
96,89,69,58,-87,0.967
79,-63,-37,-93,37,0.0
-11,34,72,6,28,0.5
11,-55,6,4,-4,0.171
86,25,-20,33,-62,0.977
-83,84,-24,-78,-18,0.966
84,-31,76,81,25,0.497
79,19,-59,27,-84,0.988
12,-45,-3,-29,42,0.0
67,-63,12,52,-24,0.397
18,-96,45,31,49,0.365
59,-100,100,41,-27,0.481
35,-62,9,59,33,0.254
-92,32,24,45,-71,0.55
8,24,14,1,87,0.5
14,-9,9,-39,-8,0.995
39,-99,-46,-99,36,0.0
-13,67,-80,11,-24,0.0
-2,73,-37,-36,-47,0.997
-19,43,2,-13,-71,0.995
-32,-90,-38,-13,-57,0.0
-47,28,-31,2,69,0.0
44,0,80,-48,13,0.985
-7,-32,9,-20,-24,0.643
-65,-28,-17,28,8,0.0
-1,33,-34,-72,-14,0.994
-27,82,88,-58,-49,0.999
36,45,75,-42,46,0.795
38,-11,-3,-19,-11,0.993
-26,-81,-79,90,0,0.0
-96,-99,62,2,-18,0.435
40,17,50,-5,-57,0.992
-40,-31,100,0,-1,0.722
-91,36,87,12,-87,0.839
-29,-21,7,75,44,0.158
-35,-76,-81,-56,-19,0.0
77,94,-66,90,67,0.0
-46,-90,-17,45,87,0.0
71,30,24,-9,-24,0.991
5,-8,10,-45,-15,0.969
-90,96,-84,-18,-91,0.0
12,97,-71,-59,-39,0.998
46,-27,81,36,40,0.5
-41,7,-46,-61,54,0.0
3,69,-54,-98,-6,0.997
4,-7,-39,56,52,0.0
76,-10,-43,1,22,0.0
20,-8,-62,16,-38,0.0
-56,-79,94,55,-29,0.437
-53,46,25,95,-86,0.786
16,33,-26,89,-24,0.0
-91,95,27,82,48,0.409
22,40,39,-27,-33,0.995
-63,-58,-90,-5,-32,0.0
-29,-89,-52,12,39,0.0
17,-20,8,-87,-60,0.977
-18,52,-38,-13,33,0.0
-57,-79,59,-40,-33,0.606
64,45,-89,-62,69,0.0
72,-34,-30,37,49,0.0
-12,29,-9,97,26,0.0
17,52,90,-94,-76,0.997
-59,93,-58,-1,80,0.0
47,-47,-87,-22,-39,0.0
81,100,-67,-76,-86,0.996
40,61,21,-28,-37,0.994
-64,4,-84,52,74,0.0
4,-73,-94,12,25,0.0
81,27,16,-7,17,0.5
-86,8,47,-59,-52,0.771
-17,82,80,-91,36,0.985
31,-75,-51,1,-27,0.0
-99,43,66,50,-53,0.709
53,94,-50,-30,96,0.0
-72,-43,-99,70,20,0.0
-45,-24,-93,-57,-85,0.0
-18,58,4,-36,-94,0.997
-57,84,90,91,-91,0.869
56,-49,-59,-83,34,0.0
24,28,-20,-49,75,0.597
-11,76,1,-87,25,0.988
56,-65,-80,59,2,0.0
30,-70,-32,87,35,0.0
45,29,70,55,92,0.5
-51,50,-17,-56,34,0.0
37,48,11,-7,-99,0.997
64,-31,-82,80,69,0.0
63,-81,-84,-16,64,0.0
32,-7,21,-93,55,0.975
71,51,66,-77,-43,0.999
-22,62,-47,-49,54,0.0
-86,-31,71,-87,-11,0.677
50,-9,-56,86,57,0.0
1,-71,65,29,20,0.448
-95,-62,9,80,-3,0.069
58,-32,-32,-87,41,0.0
77,37,19,41,74,0.5
93,21,-82,-4,7,0.0
-78,-43,96,90,-99,0.621
45,80,-6,68,-16,0.502
94,-17,-14,-88,7,0.996
52,-51,68,-21,13,0.947
87,62,-46,-60,66,0.807
71,-66,51,28,9,0.475
-23,-49,96,-30,-76,0.822
18,-55,-99,-52,-15,0.0
-50,-11,88,2,6,0.464
-3,-48,63,-26,58,0.494
5,24,9,-7,18,0.5
-39,48,98,-8,67,0.499
-70,-9,-81,-23,3,0.0
69,28,35,-5,-82,0.994
-63,30,76,-52,-24,0.874
81,37,33,-72,86,0.8
-18,-57,30,-33,-46,0.659
-17,97,-14,16,52,0.448
-64,21,-65,39,7,0.0
-45,-86,94,100,63,0.39
38,19,82,-78,71,0.92
-53,16,79,-29,-19,0.87
-20,-65,-87,19,-48,0.0
-23,2,-16,58,-60,0.0
-71,2,-24,-1,88,0.0
67,-98,-55,3,87,0.0
-83,46,45,-43,-37,0.83
71,-96,-63,27,21,0.0
41,95,-57,-36,38,0.0
-8,97,-50,-62,-43,0.999
52,10,32,-40,-39,0.999
71,-1,59,-76,-92,0.997
72,-72,-63,83,-47,0.0
45,17,76,15,55,0.5
51,-31,-55,-61,-67,0.998
-11,-99,12,-34,23,0.244
64,76,0,-38,-38,0.996
68,65,-58,63,97,0.0
-24,-5,-7,84,66,0.0
-26,82,4,-51,-29,0.995
-36,70,-6,16,10,0.262
48,-80,-77,-65,-23,0.0
-53,84,96,-24,-80,0.998
-40,-9,21,-86,13,0.683
-20,-10,-43,-82,3,0.0
-17,-9,89,56,-8,0.5
73,-34,-91,-20,19,0.0
-34,31,75,64,-64,0.872
63,-47,-6,94,-64,0.003
-25,37,57,4,20,0.498
-97,73,19,13,-48,0.783
-45,-83,-94,97,92,0.0
27,72,-74,-68,17,0.0
20,6,67,75,86,0.5
-35,-9,75,-49,92,0.587
74,59,4,-61,-36,0.996
91,4,-28,-52,-51,0.998
-1,48,-59,-60,-75,0.997
7,-87,97,36,-73,0.743
-72,14,-57,3,-78,0.0
76,-4,21,-100,28,0.988
36,-91,45,26,62,0.388
-52,87,-52,-88,-27,0.995
6,-51,88,16,96,0.477
-96,-27,61,-75,-36,0.692
-89,33,-52,91,87,0.0
98,88,-73,50,50,0.0
-97,-11,-95,-15,7,0.0
-12,-36,-79,26,14,0.0
25,66,82,96,27,0.5
-35,-64,47,-67,-60,0.703
-67,-49,-7,86,-2,0.0
49,-96,-8,56,-96,0.243
-77,0,4,-21,77,0.063
-69,77,62,-38,17,0.976
-47,7,-38,-25,-96,0.341
28,-58,-61,-4,-89,0.0
77,88,-10,32,-62,0.978
-40,-78,-19,55,76,0.0
-43,59,-21,5,52,0.0
-13,9,-84,3,-58,0.0
-39,-81,-22,-84,-47,0.306
56,59,-80,68,73,0.0
27,-34,-84,81,-37,0.0
77,-79,65,73,-89,0.937
-18,8,-88,-79,58,0.0
23,42,-21,-43,-79,0.996
-21,-20,-97,85,24,0.0
11,-48,73,-25,28,0.688
-59,-82,36,-40,-86,0.598
36,-18,41,-24,94,0.51
97,1,60,-54,-36,0.996
20,13,0,20,-4,0.5
72,13,-71,-7,-36,0.0
-82,-26,73,81,54,0.392
-10,95,57,-83,16,0.991
90,35,11,-48,-30,0.995
57,-80,89,8,22,0.475
-92,-38,-53,-20,67,0.0
-74,99,-69,-20,-88,0.0
-28,-30,-22,-71,30,0.0
-77,-45,-46,9,10,0.0
-98,72,-57,56,-12,0.0
69,-64,-86,69,37,0.0
60,-59,33,35,-95,0.975
19,23,99,-15,3,0.982
58,29,3,8,-16,0.96
-68,75,-26,-87,-66,0.995
-79,-86,-1,-31,54,0.0
-18,26,-94,83,1,0.0
-7,-56,-61,-16,-88,0.0
71,9,-83,-12,10,0.0
-15,19,-29,-46,54,0.0
-6,17,-2,49,-61,0.936
-53,13,-71,73,-27,0.0
1,-83,58,-53,48,0.602
-62,34,-66,1,11,0.0
69,-1,27,34,74,0.5
-75,-38,76,99,-48,0.448
20,22,69,99,36,0.5
-84,29,65,13,0,0.423
-98,-20,72,-3,-14,0.62
-83,3,-27,-20,-24,0.0
73,67,11,-47,-4,0.995
-17,-6,45,-16,16,0.723
-10,42,-44,7,73,0.0
8,-8,-17,69,26,0.0
