fightWinScore,fightLoseScore,scareWinScore,threatWinScore,threatLoseScore,hawkFraction
74,-11,-75,-24,56,0.0
-96,-45,-47,39,-71,0.0
-76,83,32,-8,-41,0.986
-99,60,61,97,75,0.423
59,5,8,-67,32,0.977
-95,13,41,-7,-62,0.66
66,-96,62,-45,-80,0.905
-31,-72,100,-17,52,0.417
13,-48,12,-48,67,0.33
-94,87,-86,-70,33,0.0
70,-75,30,-81,-73,0.977
-67,7,11,-80,-6,0.598
87,-28,63,-45,-89,0.999
-87,85,-50,5,-3,0.0
-21,-89,16,-89,-96,0.617
49,-4,-77,15,86,0.0
-57,66,59,-77,-35,0.994
-62,32,77,0,-35,0.868
-19,-7,-32,-98,-86,0.661
-22,60,-43,46,8,0.0
-55,-27,16,-18,45,0.203
31,86,-19,93,63,0.493
65,-8,-77,-26,-14,0.0
8,-35,-33,39,31,0.0
88,-35,48,95,-56,0.641
-64,-33,-15,15,-50,0.0
39,-91,-78,-82,-15,0.0
2,-70,-79,30,68,0.0
25,11,75,-84,14,0.991
-84,42,-96,-100,27,0.0
-86,18,-44,25,-8,0.0
89,-54,-88,-29,65,0.0
4,-94,-68,9,-83,0.0
-3,-34,58,-53,-15,0.829
-10,-83,33,45,4,0.288
-80,94,-56,-47,17,0.0
-66,43,-29,97,26,0.0
88,-56,21,8,41,0.462
59,-47,-93,-56,75,0.0
13,-29,60,69,-78,0.899
-2,-7,-36,84,96,0.0
-76,17,48,38,-43,0.629
0,3,49,-55,52,0.897
64,-36,-52,96,16,0.0
37,-67,-88,-68,13,0.0
-61,6,-60,-84,21,0.0
13,36,-62,-88,96,0.0
6,-2,69,-32,72,0.538
-66,-81,-97,-25,-68,0.0
-24,-56,72,-13,-66,0.741
71,40,28,-94,28,0.991
-21,-67,-100,47,-82,0.0
10,-39,-45,49,92,0.0
32,1,-55,-5,23,0.0
35,-68,89,1,-93,0.893
94,100,-48,1,97,0.0
95,66,69,15,-16,0.783
96,-98,90,69,64,0.454
16,-75,-16,-63,-5,0.352
17,96,-4,79,-30,0.52
-93,0,-63,-91,-10,0.0
21,-78,18,97,-64,0.292
16,25,27,82,-82,0.881
-65,-27,-78,82,46,0.0
-56,-57,37,29,39,0.28
-71,-47,87,75,-18,0.401
-26,55,84,43,-11,0.5
-63,39,-98,82,-57,0.0
40,-71,-5,7,52,0.0
69,-78,45,44,-55,0.89
-82,95,86,-54,-31,0.991
57,9,5,96,-43,0.55
-65,3,-7,-54,17,0.263
-92,-97,54,-72,46,0.399
89,-21,-58,-2,-59,0.994
66,32,4,-25,-76,0.999
85,-49,-41,85,91,0.0
84,92,-69,-20,-23,0.994
-48,-96,-86,1,-1,0.0
79,0,57,6,86,0.5
5,-80,-75,90,-40,0.0
-19,-55,-40,23,94,0.0
39,98,-62,55,31,0.0
-70,85,95,-46,-21,0.995
-53,100,-15,1,31,0.0
93,-81,-67,-36,1,0.0
-65,74,-91,-97,94,0.0
-80,-65,7,-95,70,0.191
82,8,-43,18,27,0.0
42,95,69,-80,-93,0.997
82,-53,-36,86,64,0.0
2,84,85,-26,-79,0.996
-79,-88,-22,-71,91,0.0
-41,-60,-40,-16,-42,0.0
51,-36,-80,-31,-84,0.0
99,23,-1,97,-54,0.617
-40,95,-43,-98,20,0.994
58,-22,20,-76,-8,0.995
17,-67,-24,-69,25,0.0
-49,98,71,-21,96,0.503
91,-15,-15,-93,-72,0.996
95,13,38,78,-15,0.504
78,-48,-66,72,-87,0.0
11,-90,-26,66,-52,0.0
-75,33,-11,-80,84,0.0
-77,-31,-30,-97,11,0.0
-63,97,18,39,-72,0.981
52,11,-40,-39,35,0.0
82,-58,55,46,-9,0.477
26,41,24,-32,-94,0.995
93,-22,-44,-76,51,0.0
44,-20,84,-26,-28,0.994
-62,13,65,-79,-95,0.851
-79,-44,-38,-16,-6,0.0
19,65,22,98,2,0.5
6,-47,-82,-19,-96,0.0
-69,8,-86,-81,-81,0.0
21,79,-74,-63,7,0.0
-93,100,16,72,-41,0.418
-62,-82,-90,11,83,0.0
-67,53,-98,-14,62,0.0
5,54,38,-97,-44,0.996
44,78,-75,-19,23,0.0
-18,56,100,-36,44,0.706
33,94,63,13,28,0.5
-40,-38,-91,-82,50,0.0
-9,-14,-36,76,22,0.0
-41,-49,79,99,5,0.435
-95,45,14,20,72,0.226
-47,44,56,-58,-45,0.983
73,-79,56,48,15,0.457
-6,-54,-52,-99,74,0.0
73,-97,-66,-56,-77,0.392
-81,92,87,-89,-6,0.993
-91,-40,-64,-65,-82,0.0
-64,-20,55,41,71,0.398
-13,-92,13,-90,-12,0.582
93,-58,-53,-44,24,0.0
47,79,81,-17,64,0.5
54,-65,-22,55,-15,0.0
21,18,53,96,62,0.5
-47,10,41,29,5,0.472
-51,-79,-36,31,-84,0.0
17,73,-65,-99,64,0.0
75,-69,-59,-47,-12,0.0
73,-58,9,57,40,0.387
-54,79,29,-3,-97,0.995
-30,-66,-54,-53,-15,0.0
94,32,-90,77,-17,0.0
-73,-48,33,65,78,0.255
-40,94,70,-38,86,0.561
86,78,47,-4,14,0.5
-99,87,6,-64,-86,0.942
80,-87,-67,76,-41,0.0
57,93,-13,-82,-66,0.998
95,-19,43,-4,99,0.5
100,53,-71,-89,-3,0.995
-58,19,25,84,-55,0.466
58,-94,1,-9,-20,0.542
-10,15,32,-46,0,0.994
-38,66,-26,-41,-92,0.997
-47,75,-54,-77,46,0.0
5,-60,-88,56,-96,0.0
-22,-42,80,-62,-24,0.783
61,-62,-99,26,99,0.0
-73,68,-10,-76,83,0.0
26,43,75,-61,-3,0.993
91,98,93,81,-22,0.508
-85,-54,66,46,-17,0.338
-57,-5,-82,-42,-44,0.0
-5,5,-68,-51,-48,0.0
-18,66,-27,-30,-15,0.995
92,41,-13,-83,64,0.952
-25,37,-86,-23,42,0.0
57,-85,-62,26,-5,0.0
-53,-6,-74,-97,-8,0.0
64,73,60,25,-41,0.963
53,-81,2,-54,-99,0.854
11,97,-91,-89,95,0.0
-8,99,-89,7,-68,0.0
-91,-56,100,93,-72,0.531
99,-41,62,66,-37,0.574
-40,23,-22,-47,53,0.0
67,40,-24,-72,49,0.962
-26,100,25,18,8,0.499
83,-52,33,-89,54,0.974
-71,71,18,-97,68,0.924
78,61,-93,-25,-24,0.0
-63,-46,40,-59,-24,0.622
-5,1,31,-86,-54,0.974
10,-53,92,75,-49,0.627
82,95,-54,-2,23,0.0
-18,38,34,-14,-17,0.996
86,44,-71,0,10,0.0
11,-58,-89,-3,-22,0.0
12,-39,-66,-33,-50,0.0
-58,-46,-33,-5,-70,0.0
-60,-45,-30,-93,-96,0.35
-3,89,-89,-92,41,0.0
-43,-98,0,15,94,0.001
48,11,61,-34,50,0.605
67,-64,56,-90,70,0.948
87,-89,-22,-85,-17,0.955
59,-59,19,36,-100,0.973
-66,-12,27,61,39,0.293
-42,72,84,-3,54,0.496
-24,39,23,86,-95,0.93
-27,-50,61,73,2,0.43
-40,-44,3,83,-88,0.116
-80,62,73,-61,81,0.701
-84,-37,-42,-29,-38,0.0
-23,38,92,-49,66,0.689
-97,-61,91,-74,-30,0.643
-65,69,-25,5,41,0.0
65,-62,49,-81,-100,0.994
-20,88,-3,-47,-55,0.997
-56,-74,88,32,-50,0.601
59,-66,-65,39,34,0.0
9,-97,99,-40,42,0.672
-10,-33,-94,-40,59,0.0
-5,-69,81,-92,80,0.7
-71,-6,-38,-28,-99,0.216
-48,-65,-37,5,76,0.0
-65,80,77,43,52,0.476
39,-94,38,-50,-82,0.81
52,59,-57,68,-45,0.0
74,-35,-76,12,-74,0.0
-51,48,94,9,-75,0.978
-72,-98,-49,-56,49,0.0
19,72,-8,-87,50,0.978
-40,-20,-40,71,-89,0.0
-16,-11,-32,-54,-68,0.643
-94,-88,-35,-54,-85,0.236
-43,-46,88,-58,-40,0.766
-81,-90,-87,64,6,0.0
18,48,-34,-58,29,0.98
99,-75,-97,-82,-86,0.995
7,13,52,5,2,0.5
-94,-78,-61,-44,-30,0.0
39,20,-49,15,69,0.0
40,-32,6,61,21,0.45
30,21,24,-23,65,0.509
80,22,-24,-30,-32,0.997
-6,65,8,-11,-49,0.997
-81,84,-53,-48,-90,0.962
-93,-22,-14,-31,-47,0.318
-75,98,85,-59,-73,0.999
-56,68,37,20,81,0.48
63,-76,88,-33,-22,0.939
-46,36,56,-50,-64,0.957
45,10,52,-18,47,0.508
-58,39,-92,-49,-59,0.0
68,63,-7,-61,36,0.971
-1,-11,2,-13,68,0.205
35,41,-54,71,37,0.0
49,-46,-49,-52,-53,0.989
-58,-85,-15,-72,76,0.0
39,-64,97,47,-15,0.487
-71,-5,18,-28,18,0.391
5,-28,-3,41,-21,0.0
37,-5,25,77,-47,0.621
18,-3,93,54,49,0.5
41,22,-72,63,31,0.0
61,-99,-62,62,-5,0.0
64,-60,-45,64,-73,0.0
53,57,64,-58,42,0.955
-13,-16,83,-93,36,0.888
-86,10,12,-25,55,0.172
-13,-60,-6,-85,-50,0.593
88,-26,80,-84,77,0.914
51,11,-14,49,-9,0.496
92,34,-87,13,50,0.0
-87,-25,-7,23,-34,0.0
71,74,-76,94,21,0.0
94,39,22,95,26,0.5
19,-64,59,81,-79,0.717
-3,38,12,-14,-79,0.996
95,22,-21,-37,-65,0.997
68,81,57,-25,-9,0.995
-15,-17,-49,-75,-28,0.258
-24,-98,85,-32,41,0.502
89,-74,39,-22,-67,0.996
-15,-51,27,-34,-64,0.672
32,-68,59,16,78,0.462
59,-26,32,-19,89,0.505
-14,-42,-89,-87,87,0.0
-44,-83,-3,93,-26,0.0
-51,56,57,1,68,0.484
74,-51,-34,87,76,0.0
-11,-80,83,70,-23,0.444
18,93,-3,21,96,0.5
-58,-63,66,-62,-21,0.63
-35,-6,59,-45,-89,0.844
-12,-71,-63,2,19,0.0
-68,-69,-52,62,3,0.0
-63,-40,-17,47,-39,0.0
-76,-19,-82,59,-46,0.0
-93,-7,-71,-94,19,0.0
45,-3,-83,-78,-22,0.0
-7,-74,-84,19,-11,0.0
-58,9,-34,-99,8,0.0
-53,57,-52,53,-41,0.0
38,-52,11,86,-52,0.447
-98,98,-46,-32,17,0.0
97,-84,50,34,-34,0.817
-15,92,68,-46,-42,0.997
-93,-100,-32,7,89,0.0
77,-7,-62,-85,-85,0.997
-62,89,40,5,4,0.482
8,38,13,29,-87,0.988
-76,49,-3,44,-8,0.0
43,-69,11,-41,43,0.421
95,18,63,51,-31,0.57
91,-32,-15,39,57,0.0
-86,-6,-47,3,35,0.0
-78,-30,86,100,-33,0.409
-58,-56,-93,-46,31,0.0
-71,-14,-90,-39,-100,0.108
-82,17,-17,83,-36,0.0
-74,-52,-90,8,38,0.0
-96,61,55,-35,-27,0.866
37,71,22,-13,45,0.503
-87,-2,31,-56,-46,0.701
-73,85,98,70,-44,0.595
-78,-93,-8,-60,-16,0.256
-51,-35,21,29,-50,0.412
10,40,79,-6,-11,0.992
-38,80,60,9,16,0.499
39,71,69,-25,-24,0.998
91,2,-100,18,9,0.0
-89,66,-70,-29,11,0.0
-79,30,22,-52,94,0.358
28,100,-19,-28,15,0.972
12,-95,53,-1,65,0.376
50,22,-90,-53,71,0.0
-66,75,15,-79,0,0.99
26,93,-61,84,68,0.0
-45,11,78,-13,-100,0.888
-34,-55,-14,36,-4,0.0
38,34,72,35,-61,0.975
1,-94,-41,-77,-1,0.0
-53,-91,-35,76,-40,0.0
59,0,48,31,-12,0.501
4,39,-14,33,23,0.382
-58,-55,53,-41,11,0.557
-77,-54,77,-99,10,0.64
84,40,-72,100,85,0.0
89,-83,-86,-81,8,0.0
-98,-45,-16,-22,-87,0.344
-6,-86,80,-56,-24,0.734
-18,-63,72,-99,-55,0.789
57,100,16,20,-51,0.986
-74,-57,-26,97,-53,0.0
54,-20,-77,-9,-59,0.0
-76,-44,-42,-34,-43,0.0
35,66,44,57,69,0.5
64,48,-59,-68,28,0.985
-82,24,99,-43,-33,0.848
22,-50,-8,70,-87,0.0
68,-86,-61,-3,74,0.0
-5,37,3,-17,62,0.506
38,-92,-36,-20,-15,0.0
-93,24,97,92,-6,0.458
-60,-93,82,-20,88,0.366
-23,-34,18,97,-46,0.307
72,-9,-6,24,-95,0.992
83,91,18,92,-92,0.888
61,-84,-91,90,2,0.0
-14,-92,-84,-24,24,0.0
-24,-3,-93,20,33,0.0
-24,23,-73,53,22,0.0
85,-63,-41,-71,75,0.0
14,-48,1,-11,71,0.041
-44,99,89,-92,-69,0.999
-49,-85,-57,8,14,0.0
85,36,-32,42,-50,0.923
-96,65,-72,71,91,0.0
85,81,-51,-83,-55,0.997
-94,-35,87,51,-53,0.564
-89,76,75,64,-71,0.884
-83,65,39,48,40,0.42
54,63,-92,40,-91,0.0
-52,-55,-13,-18,-38,0.206
78,48,-11,-21,7,0.984
-20,-22,76,-77,-95,0.86
18,-25,-45,-84,42,0.0
13,-73,-55,79,20,0.0
49,-11,62,-25,-90,0.998
-42,98,-94,32,-22,0.0
-69,-90,-62,89,27,0.0
11,81,100,-55,34,0.968
-57,-9,98,43,-46,0.747
-2,-24,-52,-80,5,0.0
-79,95,-42,-23,95,0.0
-57,98,-60,-65,-66,0.998
47,-100,85,10,57,0.423
-69,-43,76,8,7,0.381
-28,-63,-18,79,27,0.0
-4,-98,84,-73,-56,0.747
48,-7,5,3,9,0.5
-47,85,-3,3,-21,0.989
30,-84,-21,-33,-91,0.565
83,48,-91,72,88,0.0
47,8,67,-54,64,0.779
92,-90,-99,65,-77,0.0
58,78,69,-97,-42,0.995
-32,-90,-28,-30,96,0.0
-9,-78,30,-61,41,0.482
79,-46,-46,-35,-2,0.0
-18,-18,-13,3,-11,0.0
36,0,90,-15,1,0.987
-9,35,74,25,74,0.5
67,-88,99,44,42,0.477
-57,-69,-89,-73,-28,0.0
99,13,-58,91,-91,0.0
-51,41,22,-56,60,0.754
92,-52,23,-84,-68,0.996
-24,-57,25,-69,-97,0.67
-61,-14,72,-80,55,0.688
49,11,95,78,-92,0.936
19,-13,93,68,4,0.5
11,-44,91,-54,-34,0.892
-26,45,37,88,46,0.499
-83,15,-52,33,55,0.0
63,24,44,25,50,0.5
-98,-9,52,-68,11,0.641
24,10,-19,9,-33,0.986
13,-98,90,71,59,0.437
5,7,98,55,-25,0.532
-26,85,-35,-22,33,0.0
40,-93,27,62,2,0.324
96,30,92,-43,40,0.883
-91,91,-55,61,-54,0.0
-70,-2,-91,-73,-35,0.0
-74,-63,71,-88,52,0.57
32,70,24,19,83,0.5
-2,12,-57,-16,71,0.0
-79,-20,69,-71,-29,0.726
100,58,9,-58,79,0.716
-24,99,83,-27,-58,0.996
92,45,-96,98,-41,0.0
67,-64,-17,91,-40,0.0
57,-45,-5,44,-79,0.97
-68,-79,-20,25,-84,0.0
14,54,26,-96,-76,0.999
60,69,-91,17,31,0.0
-74,-34,5,-40,-95,0.549
52,-8,-99,-4,93,0.0
84,86,21,21,-57,0.987
-9,19,-26,30,31,0.0
-13,48,39,-83,-15,0.995
85,-21,66,24,53,0.5
67,52,48,-60,78,0.75
19,5,26,-36,-54,0.999
-27,66,17,87,-39,0.547
2,21,-13,63,-58,0.831
-38,38,-86,12,70,0.0
36,-14,88,-9,23,0.5
-21,41,8,91,87,0.497
24,45,31,11,40,0.5
12,40,99,-2,-43,0.993
64,-48,-6,-65,-61,0.998
50,-79,11,81,-18,0.257
-1,75,-72,-98,36,0.0
-90,77,3,-34,24,0.582
-91,0,-22,17,42,0.0
-28,79,-14,-38,-30,0.997
-71,-66,31,53,55,0.215
-98,-77,-77,1,-96,0.0
96,-40,-16,-6,42,0.0
38,-68,74,-34,33,0.813
-69,-94,71,-58,-27,0.61
65,-15,-43,-18,-43,0.996
-63,-98,54,25,-65,0.505
-55,-53,40,95,-67,0.366
8,-99,72,-57,-40,0.739
92,-79,32,20,7,0.437
-87,-5,7,52,25,0.092
-39,-82,-38,22,6,0.0
73,-90,8,-76,64,0.621
90,-65,49,-11,-20,0.996
96,88,91,31,-82,0.987
22,33,24,99,17,0.5
-99,-58,-56,59,41,0.0
52,-89,-54,71,-54,0.0
-34,14,64,53,-11,0.497
-29,34,-25,95,28,0.0
-73,-64,70,-31,-49,0.622
23,-92,17,83,-42,0.233
57,-7,-33,100,-86,0.0
-89,-81,-43,-98,-94,0.197
36,55,48,-84,25,0.99
63,-85,-59,-51,-65,0.444
78,58,-31,73,-13,0.447
-69,85,66,-41,66,0.571
5,39,53,-6,-46,0.995
-28,39,-68,-16,58,0.0
-79,-14,14,-73,97,0.181
-26,64,-92,-81,91,0.0
76,74,-97,3,13,0.0
-8,-90,-25,34,32,0.0
-10,-68,68,-90,-99,0.796
-57,-81,51,79,28,0.296
21,-83,-44,72,-20,0.0
-15,-46,-75,-41,-57,0.0
-25,-86,-23,-32,21,0.0
95,9,90,74,-84,0.921
60,-55,88,82,-53,0.641
42,62,70,42,-3,0.5
-27,1,29,4,52,0.492
-81,99,35,-19,-59,0.994
-85,-87,97,13,16,0.355
-21,44,-46,20,-29,0.0
73,65,14,-18,91,0.504
54,-38,16,75,-87,0.932
-35,48,84,-19,27,0.546
-67,72,-21,-83,-17,0.984
56,-33,80,68,99,0.5
-23,-7,72,-31,100,0.517
-37,96,70,-22,26,0.625
-32,43,30,-80,-47,0.997
38,-64,4,-4,85,0.146
-59,-43,63,90,52,0.382
100,19,93,-67,-5,0.997
77,70,80,16,66,0.5
-7,-70,-11,47,-88,0.086
-37,37,36,61,14,0.489
-5,52,45,70,-5,0.5
19,-20,97,-26,-100,0.998
0,99,-93,-18,18,0.0
-25,-51,69,-30,75,0.467
-25,91,72,-13,25,0.506
-18,-63,34,81,12,0.336
-46,68,-16,22,82,0.0
-32,-26,-84,19,-95,0.0
-3,23,9,2,24,0.5
-8,17,7,63,58,0.5
45,58,31,-96,42,0.983
-83,-35,75,-29,9,0.588
-10,-51,19,-86,-55,0.742
-31,-16,-32,9,-89,0.0
71,-83,-91,43,48,0.0
-64,89,-87,-41,-57,0.0
-58,84,-100,56,32,0.0
-6,90,72,41,-92,0.98
-12,-4,-30,82,-94,0.0
13,50,73,19,-72,0.99
19,-86,68,-80,85,0.661
-38,77,22,96,54,0.487
47,9,27,-45,13,0.986
-15,20,47,-25,3,0.989
-47,-49,69,3,78,0.422
73,43,-43,-58,-80,0.998
56,-4,50,-69,-31,0.996
28,50,68,55,-91,0.97
56,-88,-86,59,2,0.0
75,15,-24,78,92,0.434
75,61,63,97,-54,0.632
-20,-99,-63,79,45,0.0
-57,36,38,-71,-42,0.901
52,14,-63,-73,61,0.0
23,-85,9,-84,-39,0.723
25,15,19,2,62,0.5
78,63,9,69,-25,0.523
-91,-57,64,48,-44,0.45
73,52,2,27,-90,0.992
12,-65,32,-78,42,0.655
-97,-74,24,90,86,0.142
42,65,-15,-49,-10,0.995
-83,-45,29,6,-93,0.483
-59,4,-33,-90,16,0.0
-61,-88,21,-36,62,0.154
62,31,28,-60,-16,0.995
73,-18,-41,98,59,0.0
34,1,-60,-28,2,0.0
-47,0,71,-40,1,0.8
-10,61,93,-5,45,0.5
-43,40,-18,86,82,0.0
-54,83,13,55,58,0.448
25,3,-24,97,53,0.0
-83,100,-21,-62,-70,0.993
-28,40,-68,96,-50,0.0
-31,6,-36,8,-16,0.0
8,-33,-36,-33,-17,0.0
65,25,-22,80,-54,0.664
-26,-41,75,-8,49,0.467
84,56,-77,49,-71,0.0
89,88,64,-92,41,0.989
14,31,-94,-47,58,0.0
-34,-67,-83,70,-16,0.0
29,7,39,-51,1,0.993
40,-63,91,57,29,0.483
54,-13,28,-81,84,0.879
-82,6,-70,-11,-1,0.0
90,-73,-100,38,1,0.0
42,-64,-32,50,90,0.0
19,83,-39,58,-17,0.0
-91,67,73,-19,32,0.473
89,8,-24,21,-56,0.985
26,-64,-97,-84,-95,0.0
-24,88,49,3,-23,0.988
79,24,-24,22,27,0.462
-15,-53,-73,-8,-72,0.0
-5,40,5,56,83,0.5
-6,-80,-17,-8,-8,0.0
61,-62,-43,-87,87,0.0
54,-73,29,6,66,0.412
-90,17,87,78,35,0.455
-94,13,-35,7,14,0.0
-65,36,-38,58,63,0.0
-42,86,20,-44,-71,0.998
-68,89,-3,-95,27,0.985
98,74,-32,-50,43,0.914
-10,-22,-85,-86,-13,0.0
-33,50,100,-17,-35,0.997
52,-24,9,-38,-77,0.997
-62,24,-16,-52,-34,0.59
-96,-64,-46,-65,3,0.0
59,58,22,79,12,0.5
72,-94,-15,-18,20,0.0
58,96,91,-87,60,0.966
71,28,76,36,68,0.5
67,-34,-85,-14,-12,0.0
-56,-100,91,-77,90,0.507
-49,-84,-94,-61,87,0.0
-83,88,72,16,42,0.469
10,-5,-68,-18,-50,0.0
-2,-82,95,38,46,0.45
95,56,24,-22,-8,0.995
81,-67,-91,-49,-100,0.992
13,-99,-2,-46,85,0.0
76,70,99,-9,65,0.5
-11,38,-44,-44,-85,0.997
36,10,-21,-41,-49,0.999
-44,96,77,-7,-68,0.998
-43,11,80,67,36,0.494
-72,-14,35,-30,-15,0.565
10,87,-50,-91,-97,0.998
-54,11,51,56,79,0.457
80,31,-63,56,-18,0.0
-41,-59,18,26,31,0.189
32,-21,-7,-88,-94,0.995
-79,-69,-63,17,-55,0.0
-6,-91,20,95,-46,0.209
-8,-54,-42,26,60,0.0
52,52,68,-71,-61,0.997
-1,93,54,-62,-95,0.997
61,-91,-91,0,12,0.0
-56,83,42,-64,16,0.988
27,70,-98,-42,-28,0.0
95,58,-16,-9,12,0.505
-77,-35,-78,-76,-4,0.0
66,35,97,91,56,0.5
-47,2,55,-23,44,0.499
-40,-1,-28,87,27,0.0
24,-40,-18,25,51,0.0
-5,-13,-59,-46,71,0.0
-57,25,9,-72,87,0.31
-83,-96,-47,-68,-73,0.218
-50,-89,21,-63,-21,0.536
40,-17,33,-76,-43,0.995
92,-71,7,40,24,0.355
-63,-62,-96,-91,17,0.0
-88,87,-54,-72,31,0.0
-69,16,-78,91,8,0.0
-1,19,17,-23,-52,0.995
53,96,-33,-79,-28,0.998
36,84,36,-85,-3,0.995
67,-19,-87,-64,70,0.0
40,65,-81,98,87,0.0
33,58,-41,-23,96,0.0
-23,-92,-69,-67,-4,0.0
-44,52,-9,-57,-53,0.997
-56,53,-94,-15,13,0.0
92,56,78,24,-85,0.99
27,14,-46,-57,-76,0.995
-56,-95,28,-20,-52,0.508
-43,-46,85,-47,-32,0.754
-1,-39,60,58,-39,0.594
27,33,-12,47,-16,0.501
78,94,-27,37,37,0.486
83,26,2,31,60,0.5
-64,-39,-29,-7,-38,0.0
-24,-29,61,-83,64,0.733
-72,-95,80,29,19,0.331
33,-19,-49,81,20,0.0
-43,89,-52,22,66,0.0
-64,84,-100,-45,22,0.0
-31,-85,-44,25,-26,0.0
-12,51,-92,-17,27,0.0
-67,87,38,56,77,0.468
43,71,11,-59,91,0.68
45,-82,-73,-28,-26,0.0
-93,4,-76,-12,-7,0.0
18,-5,-65,72,87,0.0
-63,58,-37,49,19,0.0
-16,39,3,-50,27,0.969
-51,8,-85,84,95,0.0
73,17,-93,68,-88,0.0
-50,94,-19,-29,-74,0.998
-38,16,-11,-43,-73,0.8
65,8,-6,36,-55,0.959
-73,-69,7,38,16,0.063
-19,74,-76,21,86,0.0
-41,-6,36,36,-34,0.584
-68,67,-57,48,84,0.0
-65,-85,33,-52,-24,0.537
-75,-54,-38,-1,92,0.0
35,37,-48,60,-53,0.0
62,59,-89,79,27,0.0
86,-42,25,-64,29,0.985
-41,-18,74,54,66,0.474
45,-98,-99,74,30,0.0
71,-70,91,-37,-36,0.99
-82,52,14,7,-10,0.501
24,31,49,15,-84,0.992
66,23,64,59,35,0.5
65,53,77,88,-12,0.5
-52,38,96,-3,-51,0.937
-22,-71,-74,-65,-52,0.0
-14,29,-62,-79,-56,0.999
84,14,-93,42,-37,0.0
-86,62,56,-72,-74,0.918
67,65,-90,-66,62,0.0
-61,3,-88,14,-56,0.0
-85,-18,0,7,56,0.005
60,-58,56,-85,-100,0.995
98,4,78,100,-5,0.5
5,-4,-15,-27,14,0.0
-11,11,78,4,-87,0.994
-87,-76,77,-65,-37,0.649
54,-50,14,2,-67,0.989
97,-71,-41,-24,72,0.0
-80,33,28,-59,-10,0.753
-44,7,86,-83,76,0.82
-24,-26,-45,-6,89,0.0
82,-64,4,-74,10,0.99
55,38,63,-26,-81,0.995
39,-27,-2,36,-6,0.294
-38,-55,58,-51,51,0.557
48,-64,-32,-23,-51,0.567
30,97,-85,-50,-18,0.994
19,-85,-41,-98,-12,0.195
95,42,-44,68,-84,0.943
-10,42,21,55,-82,0.963
24,1,10,82,21,0.5
52,-93,99,-69,-49,0.9
-74,-18,-19,53,40,0.0
93,-91,77,-99,1,0.99
49,-6,-4,-72,-16,0.993
78,-22,50,-3,-55,0.995
-25,26,63,24,54,0.499
41,-1,76,-58,-60,0.997
5,34,-39,-26,-45,0.998
-84,36,17,78,-63,0.345
94,62,-1,-5,-86,0.995
-46,35,68,29,97,0.491
9,-62,87,-88,-37,0.832
14,-83,-46,-42,87,0.0
-95,-94,-35,-54,-19,0.0
42,-31,-59,-56,45,0.0
-46,-21,-46,43,62,0.0
-65,-11,-48,-86,-7,0.0
-88,1,16,-14,-78,0.61
62,-68,3,99,-64,0.25
99,82,7,-75,-85,0.997
-68,36,57,63,90,0.459
-30,82,-99,-83,23,0.0
-67,50,-62,-11,62,0.0
59,100,-34,4,26,0.43
-29,29,-67,89,-54,0.0
-100,94,-85,-62,35,0.0
-13,-65,25,15,-7,0.281
9,-89,39,10,5,0.345
-88,-89,-15,-24,28,0.0
-32,-5,-47,15,17,0.0
-74,41,-1,-93,-45,0.787
94,1,-52,2,-41,0.0
-51,21,-73,60,-12,0.0
-10,35,-38,3,46,0.0
21,97,-81,-57,13,0.0
79,-30,68,-27,99,0.513
56,98,28,-87,62,0.963
50,-9,-70,-77,-66,0.997
-59,29,3,71,40,0.116
87,-8,-25,-90,-75,0.998
28,15,-18,87,-5,0.0
2,78,70,-15,-12,0.994
-21,-18,0,-72,-98,0.739
-39,45,2,31,74,0.341
-82,-17,42,-1,-62,0.593
58,-8,-75,69,72,0.0
-25,72,-37,97,20,0.0
0,-3,77,-5,18,0.5
-78,-58,8,56,-17,0.071
63,-1,-57,-72,-99,0.995
-20,71,37,68,69,0.499
-66,40,-29,-8,3,0.0
-54,47,73,39,-57,0.949
84,-90,48,-62,-93,0.965
63,-29,74,-33,85,0.532
-76,30,-55,-63,-74,0.0
-87,86,-93,-34,19,0.0
30,81,55,84,26,0.5
-78,39,20,25,-100,0.762
49,-29,27,29,91,0.499
94,52,-35,59,21,0.397
2,96,72,-23,51,0.518
-33,99,-45,6,94,0.0
-21,-99,-3,3,17,0.0
79,83,-12,100,76,0.499
-41,5,-70,18,7,0.0
-77,-50,6,-27,64,0.057
-9,41,24,-1,-92,0.996
50,-20,-78,-64,-82,0.996
35,44,-80,33,-7,0.0
-22,-10,-37,64,19,0.0
59,-63,-4,17,-88,0.924
-84,95,49,-54,-81,0.994
-32,-71,-74,-9,-97,0.0
-28,-69,86,-34,3,0.674
-17,-63,75,-36,-9,0.712
-94,-2,-49,30,-63,0.0
-2,-13,-59,65,-98,0.0
26,-48,-6,-58,98,0.0
34,-95,-68,24,92,0.0
-43,46,-25,-26,99,0.0
40,-12,-49,-83,71,0.0
-100,-5,-84,50,72,0.0
11,44,15,-68,-60,0.997
-78,-43,45,-12,80,0.294
-82,33,16,-90,85,0.433
-34,66,96,-100,4,0.994
-23,31,81,-29,100,0.512
-36,62,9,-42,55,0.665
62,-30,68,31,-32,0.845
-44,27,-1,5,18,0.0
-11,-70,-56,-21,27,0.0
-57,-2,-9,-70,-23,0.515
8,45,65,84,90,0.5
-51,-33,71,30,25,0.434
-63,-88,-91,-3,99,0.0
